epoch;accuracy;loss;val_accuracy;val_loss
0;0.8910072445869446;0.2755257785320282;0.9422860145568848;0.16901595890522003
1;0.9608142375946045;0.11247927695512772;0.9435529112815857;0.16843044757843018
2;0.9813457131385803;0.05451272428035736;0.9517173171043396;0.14159360527992249
0;0.8807414770126343;0.29580608010292053;0.9241272807121277;0.22337910532951355
1;0.9534229040145874;0.13217921555042267;0.8951295018196106;0.23757635056972504
2;0.9713146090507507;0.08287829905748367;0.923704981803894;0.20059801638126373
0;0.8751686811447144;0.30199697613716125;0.925957202911377;0.19321879744529724
1;0.9510177969932556;0.1367441713809967;0.9239864945411682;0.2299550324678421
2;0.9681468605995178;0.09130513668060303;0.931587815284729;0.19461128115653992
0;0.8818560242652893;0.28317877650260925;0.9100506901741028;0.2307741492986679
1;0.958174467086792;0.11549501866102219;0.9481981992721558;0.14621546864509583
2;0.9728984832763672;0.07510184496641159;0.9386261105537415;0.18652011454105377
0;0.8881980180740356;0.2711384892463684;0.9369369149208069;0.17355605959892273
1;0.953484296798706;0.13363298773765564;0.9300394058227539;0.17865683138370514
2;0.9757156372070312;0.07543239742517471;0.9401745200157166;0.16704460978507996
0;0.8880754709243774;0.2761871814727783;0.9387668967247009;0.18516986072063446
1;0.9616593718528748;0.1147642508149147;0.9480574131011963;0.1474801003932953
2;0.9800553917884827;0.06333023309707642;0.9573479890823364;0.1457824409008026
